Mean R, Mean G, Mean B
162.72713310580204,190.18976109215018,189.16860068259385
Stdev R, Stdev G, Stdev B
3.929469604331015,2.867345446365566,2.754438630938005
Median R, Median G, Median B
162.0,190.0,189.0

R, G, B
156,185,183
155,184,182
156,185,183
158,187,185
160,189,187
161,190,188
161,190,188
160,189,187
160,189,187
160,189,187
160,189,187
160,188,187
159,188,188
159,187,188
159,187,188
160,188,189
160,188,189
160,188,189
158,186,187
158,186,186
158,187,186
160,189,187
162,191,189
161,190,189
160,188,188
159,187,188
159,186,187
169,191,189
167,190,189
167,191,190
166,191,190
166,191,190
165,191,190
165,191,190
165,191,190
166,192,191
166,192,191
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
165,192,191
164,192,190
163,191,190
162,191,189
162,191,189
163,192,190
164,193,191
164,193,191
163,192,190
163,192,190
162,191,189
161,190,188
160,189,187
159,188,186
159,188,186
159,188,186
160,189,187
162,191,189
162,191,189
162,191,189
162,191,189
161,190,188
160,189,187
159,188,186
157,186,184
156,185,183
154,183,181
154,183,181
155,184,182
158,187,185
159,188,186
160,189,187
160,189,187
160,189,187
160,189,187
160,189,187
160,188,187
159,188,188
159,187,188
160,188,189
161,189,190
161,189,190
161,189,190
159,187,188
158,187,187
159,187,186
161,190,188
162,191,189
162,191,190
160,188,188
158,185,186
158,184,185
172,193,191
169,192,190
168,191,191
167,191,191
166,191,191
165,191,190
164,190,189
164,190,189
164,190,189
165,191,190
166,192,191
165,191,190
165,191,190
165,191,190
165,191,190
165,191,190
164,190,189
164,190,189
165,191,190
164,191,190
164,192,190
162,191,189
161,190,188
161,190,188
162,191,189
164,193,191
164,193,191
163,192,190
162,191,189
162,191,189
161,190,188
160,189,187
160,189,187
160,189,187
160,189,187
161,190,188
162,191,189
162,191,189
161,190,188
161,190,188
160,189,187
159,188,186
159,188,186
158,187,185
155,184,182
153,182,180
153,182,180
154,183,181
156,185,183
158,187,185
159,188,186
159,188,186
158,187,185
158,187,185
158,187,185
159,188,186
159,187,188
159,188,188
160,188,189
161,189,190
162,190,191
161,189,190
160,188,189
159,187,187
159,188,187
161,190,188
162,191,189
161,189,188
158,186,186
155,183,183
171,193,192
169,192,191
168,192,191
166,191,191
165,190,190
163,189,188
162,188,187
163,189,188
165,191,190
166,192,191
166,192,191
165,191,190
165,191,190
165,191,190
165,191,189
165,190,189
164,190,189
164,190,189
164,191,189
163,191,189
162,190,189
161,190,188
161,190,188
163,192,190
164,193,191
164,193,191
163,192,190
162,191,189
162,191,189
162,190,188
162,191,189
162,191,189
161,190,188
160,189,187
160,189,187
161,190,188
161,190,188
160,189,187
160,189,187
159,188,186
158,187,185
159,188,186
158,187,185
155,184,182
153,182,180
153,182,180
154,183,181
156,185,183
158,187,185
158,187,185
157,186,184
156,185,183
156,185,183
157,186,184
158,187,186
159,187,187
160,188,189
161,189,190
162,190,191
162,190,191
161,189,190
160,188,189
159,188,188
159,188,187
160,189,187
160,189,187
158,187,186
155,183,183
154,181,182
171,193,192
169,192,191
167,191,191
165,190,189
163,188,188
162,187,187
163,189,188
165,191,190
166,193,192
166,193,192
165,192,191
165,191,190
165,191,189
165,191,189
165,191,189
165,191,189
165,191,189
165,191,189
164,190,189
162,190,188
161,189,188
162,190,189
164,192,190
164,193,191
164,192,190
163,191,190
163,191,189
163,191,189
163,191,190
164,192,190
164,192,190
162,190,189
160,189,187
160,188,186
159,188,186
159,188,186
158,187,185
159,188,186
158,187,185
158,187,185
158,187,185
157,186,184
156,185,183
154,183,181
154,183,181
156,185,183
158,187,185
159,188,186
159,188,186
158,186,185
157,185,184
156,184,183
157,185,184
159,186,186
160,187,188
161,188,189
162,189,190
162,190,191
162,190,191
161,189,190
160,188,189
160,188,188
160,188,188
160,188,187
158,187,186
156,184,184
154,182,182
154,180,181
170,192,191
168,190,190
166,189,189
164,188,188
163,188,187
163,189,188
165,192,190
167,194,193
167,195,193
165,193,191
164,192,189
164,191,188
164,190,188
165,190,188
165,191,188
166,191,189
165,191,189
164,190,189
163,190,188
162,189,188
163,190,189
164,191,190
165,192,190
164,191,190
164,191,189
164,191,190
164,191,190
165,192,190
164,191,190
164,191,190
162,189,188
161,188,187
160,187,186
158,187,185
157,186,184
157,186,184
158,187,185
159,188,186
158,187,185
158,187,185
157,186,184
156,185,183
156,185,183
157,186,184
158,187,185
160,189,187
160,189,187
160,189,187
159,188,186
158,186,185
158,185,185
159,186,186
160,187,187
161,188,188
161,188,189
161,189,190
162,189,190
161,189,190
161,189,190
160,188,189
160,188,189
160,188,188
159,188,188
158,186,186
156,183,183
154,181,181
172,192,191
169,191,191
167,190,190
165,189,189
163,188,188
163,189,188
165,192,191
166,194,193
166,195,192
164,193,190
163,191,189
163,190,187
163,189,187
164,189,187
164,189,187
165,190,188
165,190,188
165,190,189
164,190,189
163,190,188
164,190,189
165,191,190
165,191,190
164,191,189
164,190,189
164,191,190
165,191,190
165,191,190
164,190,189
163,189,188
162,188,187
161,188,187
161,188,186
159,187,185
157,186,184
157,186,184
159,188,186
160,189,187
159,188,186
158,187,185
158,187,185
158,187,185
158,187,185
159,188,186
160,189,187
161,190,188
162,191,189
161,190,188
161,189,188
160,187,187
159,186,187
159,186,187
160,187,188
161,187,188
161,188,189
160,188,189
160,188,189
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
159,187,187
158,186,186
156,184,184
171,191,191
169,191,191
166,189,189
163,188,188
163,189,188
165,192,191
165,194,192
164,193,191
162,192,189
161,190,188
161,189,187
161,189,187
163,189,187
164,189,188
164,189,188
164,189,188
164,189,188
164,190,189
164,190,189
165,191,190
166,192,191
165,191,190
164,190,189
164,190,189
164,190,189
164,190,189
164,190,189
163,189,188
163,189,188
162,188,187
163,189,188
162,189,188
161,189,187
159,188,186
159,188,186
160,189,187
161,190,188
160,189,187
159,187,186
158,187,185
159,187,186
159,188,186
160,189,187
161,189,188
161,190,188
162,191,189
162,191,189
162,190,189
160,188,188
159,186,187
158,186,187
158,186,187
159,186,187
159,186,187
158,185,186
157,185,186
157,185,186
157,185,186
157,185,186
157,185,186
157,185,186
157,186,186
157,185,186
170,191,191
166,189,189
163,188,188
163,189,188
164,192,190
164,193,191
162,192,190
160,190,188
160,190,188
160,190,188
161,190,188
163,190,189
164,190,189
165,190,189
164,189,188
163,189,188
163,189,188
165,191,190
166,192,191
167,193,192
166,192,191
165,191,190
164,190,189
164,190,189
163,189,188
163,189,188
162,188,187
162,188,187
162,188,187
164,190,189
164,191,190
163,191,190
161,189,188
160,189,188
160,189,187
160,188,187
159,188,187
159,187,186
159,187,186
159,188,187
159,188,187
159,188,187
160,188,187
160,189,188
161,190,188
161,190,189
161,190,189
160,188,189
158,186,187
156,185,185
156,184,185
157,185,186
157,185,186
156,183,184
155,183,184
155,183,184
155,183,184
155,184,184
156,184,184
156,185,185
157,185,185
170,191,191
167,189,190
164,189,188
164,190,189
164,192,190
162,192,190
161,191,189
160,190,188
160,190,188
161,191,189
162,191,190
164,192,190
165,192,191
165,192,191
164,190,189
163,189,188
163,189,188
165,191,190
166,192,191
167,193,192
166,192,191
166,192,191
165,191,190
164,190,189
163,189,188
162,188,187
161,187,186
161,187,186
162,188,187
164,190,189
165,192,191
164,192,192
162,190,190
160,189,189
159,187,187
158,186,186
157,186,186
158,187,187
159,188,188
159,188,188
159,187,187
158,187,187
158,187,187
159,187,187
160,188,188
160,189,189
160,189,189
159,188,188
157,186,186
155,184,184
154,183,184
155,184,184
155,184,184
155,183,184
154,182,183
154,182,183
155,183,183
155,184,183
167,190,189
165,190,189
165,191,190
164,192,190
162,192,190
161,191,189
161,191,189
161,191,189
161,191,190
162,192,190
163,192,191
164,192,191
164,192,191
164,190,190
163,189,189
164,190,189
165,191,190
165,191,190
166,192,191
166,192,191
166,192,191
166,192,191
164,190,189
162,188,187
161,187,186
160,186,185
161,187,186
162,188,187
164,190,190
165,192,191
165,192,192
163,191,192
161,189,189
158,186,187
156,184,185
156,184,185
158,186,187
160,188,188
160,188,188
159,187,187
158,186,187
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
158,188,188
156,186,186
154,184,183
154,183,183
154,183,183
155,183,183
154,182,182
153,182,182
153,182,182
154,183,182
168,190,189
167,191,189
166,192,190
165,192,190
163,192,190
162,192,190
162,192,190
161,192,190
161,191,190
160,190,190
161,190,190
161,190,190
162,190,190
163,190,190
163,190,189
164,190,190
165,191,190
165,191,190
165,191,190
165,191,190
166,192,191
166,192,192
165,191,190
162,188,187
160,186,185
159,185,185
161,187,186
162,188,188
164,190,189
165,191,191
164,192,192
163,191,191
160,188,189
158,186,187
156,184,185
156,184,185
158,186,187
159,187,188
160,188,189
159,187,188
158,186,187
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
158,188,188
157,186,186
155,185,184
154,184,183
154,184,183
154,183,182
153,182,181
152,181,180
152,181,180
171,191,190
170,192,190
168,192,190
166,192,190
164,192,190
163,192,190
162,192,190
161,191,190
160,190,189
159,189,188
158,188,188
159,187,188
159,187,188
161,188,188
163,190,190
165,191,191
166,192,191
165,191,191
165,191,190
165,191,191
166,192,191
166,192,192
164,190,190
162,188,187
160,186,186
160,186,185
160,186,186
162,188,187
163,189,189
164,190,190
163,191,191
162,190,191
160,188,189
158,186,187
157,185,186
157,185,186
158,186,187
159,187,188
160,188,189
160,188,189
159,187,188
159,187,188
159,187,188
160,188,189
160,188,189
160,188,189
159,188,188
157,187,186
156,186,185
156,186,184
155,185,183
153,183,181
152,181,179
151,180,178
173,193,192
170,193,191
167,191,189
164,191,188
162,191,188
161,190,188
159,189,188
158,188,187
157,187,187
157,186,186
157,185,186
157,185,186
159,186,187
162,189,189
165,191,191
166,192,192
165,191,192
165,191,191
165,191,191
165,191,192
165,191,191
163,189,190
162,188,188
161,187,187
161,187,187
161,187,187
161,187,187
162,188,188
162,189,189
162,189,190
161,189,190
160,188,189
159,187,188
158,186,187
158,186,187
158,186,187
159,187,188
160,188,189
160,188,189
159,187,188
158,186,187
159,187,188
160,188,189
159,188,188
158,187,187
157,187,186
157,186,185
156,186,184
156,186,184
155,184,182
153,183,181
152,181,179
151,180,177
173,194,191
169,191,188
165,189,186
162,188,185
159,187,184
157,186,184
156,186,184
156,185,185
156,184,184
156,184,185
157,184,185
159,186,187
161,187,188
163,189,190
164,190,191
164,190,191
165,191,191
165,191,192
165,191,192
164,190,191
162,188,189
162,188,189
162,188,189
162,188,189
161,187,188
161,187,188
161,187,188
161,187,188
160,187,188
160,188,189
160,188,189
161,189,190
160,188,189
159,187,188
159,187,188
160,188,189
161,189,190
160,188,189
158,186,187
157,185,186
157,185,186
158,186,187
158,186,187
156,185,185
155,184,183
155,184,183
155,185,183
155,185,183
154,184,182
153,183,181
153,181,179
153,181,178
171,191,188
166,188,185
162,186,183
158,184,182
156,184,181
155,183,182
155,183,182
156,183,183
157,184,184
158,185,186
160,186,187
160,186,187
161,187,188
161,187,188
162,188,189
163,189,190
164,190,191
164,190,191
163,189,190
161,187,188
161,187,188
161,187,188
161,187,188
161,187,188
161,187,188
161,187,188
160,187,188
159,186,187
159,187,188
161,189,189
161,189,190
161,189,190
160,188,189
161,189,189
162,190,190
162,190,191
160,188,189
157,185,186
155,183,184
155,184,184
156,184,185
156,184,185
155,183,183
154,183,182
154,184,182
154,184,182
155,184,182
155,184,182
154,183,181
155,182,179
155,182,179
169,189,185
164,187,183
160,185,181
157,183,180
156,183,180
156,183,181
158,183,183
160,185,186
161,187,188
161,187,188
160,186,187
159,185,186
159,185,186
160,186,187
161,187,188
163,189,190
163,189,190
161,187,188
160,186,187
159,185,186
159,185,186
159,185,186
160,186,187
162,188,189
162,188,189
161,188,189
159,187,187
159,187,187
160,188,188
161,189,189
161,189,189
161,189,190
162,190,190
162,190,191
162,190,190
160,188,188
157,185,185
155,183,183
155,183,183
155,183,184
155,183,183
154,183,182
154,184,182
155,184,183
155,185,183
156,185,183
156,184,182
156,184,181
156,183,180
157,183,180
168,189,185
164,187,184
161,185,182
159,183,181
159,184,182
161,185,185
163,187,188
163,188,189
163,188,189
161,186,188
159,185,186
158,184,185
158,184,185
159,185,186
161,187,188
161,187,188
160,186,187
159,185,186
158,184,185
158,184,185
159,185,186
160,186,187
162,188,189
163,189,190
162,189,189
160,188,188
159,187,186
158,187,186
159,188,187
160,189,188
161,190,189
162,191,189
162,190,189
160,189,188
159,187,186
157,186,184
155,184,183
155,184,182
155,184,183
155,184,183
155,184,183
155,185,183
156,186,184
157,186,184
158,186,184
158,186,183
159,186,183
159,185,182
160,185,182
169,190,186
165,187,184
162,185,183
162,185,184
163,187,186
165,188,188
164,188,189
163,187,188
161,186,187
160,186,187
159,185,186
158,184,185
158,184,185
159,185,186
160,186,187
160,186,187
159,185,186
158,184,185
158,184,185
159,185,186
161,187,188
162,188,189
163,189,190
162,189,189
161,189,188
159,187,186
157,186,184
157,186,184
159,188,186
161,189,188
161,190,188
160,189,187
158,187,186
158,187,185
157,186,184
156,185,183
155,184,182
155,184,183
156,185,183
156,185,184
157,186,184
158,187,185
159,188,186
160,188,186
161,188,185
162,188,185
163,188,185
173,192,188
169,189,186
166,187,185
165,187,185
166,188,187
166,188,188
165,187,188
162,186,187
161,186,186
161,186,187
160,186,187
158,184,185
157,183,184
157,183,184
159,185,186
160,186,187
160,186,187
159,185,186
158,184,185
159,184,185
161,186,187
162,188,189
163,188,189
162,188,188
161,188,187
159,187,185
157,185,183
156,185,183
158,186,184
160,188,186
160,189,187
159,187,185
157,186,184
157,186,184
158,186,184
157,185,183
156,184,182
156,184,182
157,186,184
159,187,185
160,188,186
161,189,187
161,189,187
162,189,187
163,189,187
164,189,187
173,191,187
170,189,187
169,189,187
168,189,188
168,189,188
166,188,187
164,187,187
163,186,187
162,186,187
162,186,187
160,184,185
158,182,183
157,182,183
159,183,185
161,186,187
162,187,188
161,185,186
159,183,184
159,183,184
161,185,186
163,188,189
164,188,189
163,188,188
161,187,186
159,186,184
157,185,183
157,184,182
158,185,183
160,187,185
160,187,185
159,186,184
157,185,182
158,185,183
158,186,183
158,185,183
157,184,182
157,184,182
159,186,184
162,188,186
164,189,188
165,190,189
165,191,189
166,191,189
166,191,188
173,191,188
172,191,189
172,191,190
171,191,190
169,190,190
167,189,189
166,188,189
165,188,188
164,186,187
161,184,185
160,182,183
161,184,184
164,187,187
165,188,189
163,186,187
160,183,184
160,182,183
163,185,186
166,188,189
166,189,189
165,188,188
163,187,186
161,186,184
159,184,182
158,183,181
158,184,181
160,185,183
161,186,184
160,186,183
160,185,183
160,185,183
160,185,183
159,185,182
158,184,181
159,184,182
162,186,184
165,189,187
167,191,189
169,192,190
170,193,191
170,192,190
176,196,194
175,195,194
166,187,187
168,190,190
169,190,190
167,189,188
165,187,186
163,186,184
161,185,182
160,183,181
160,183,181
162,185,182
163,186,184
164,187,184
163,187,184
163,186,184
162,186,183
162,185,183
161,185,182
162,185,183
164,187,185
167,189,187
170,192,190
173,193,192
171,191,190
169,189,188
167,188,186
166,187,185
165,186,183
163,185,182
163,184,182
164,186,183
166,188,185
168,189,187
168,189,187
167,189,186
166,187,185
166,187,184
166,187,184
166,187,185
167,188,186
169,189,187
172,192,190
172,190,188
170,188,186
169,188,185
169,187,185
168,186,184
167,186,184
169,187,185
171,190,187
173,192,189
174,192,190
173,191,189
171,189,187
170,189,186
171,189,187
171,190,187
171,190,187
172,190,188
173,189,186
173,189,186
172,188,185
174,189,187
176,192,189
178,194,191
179,195,192
178,193,191
176,192,189
176,191,189
176,192,189
